wl_entry_id,wl_nm,data_id,ref_num,entity_nm,fka_nm,designation_txt,gender_txt,add_info,listed_dt,entity_type
WLE-0,US OFAC,us-ofac.5a1ab56ddebdcb25ac6e6f3fbf59856aa42ecad2,CUBA,CIMEX IBERICA,,,,,,Organization
WLE-1,US OFAC,us-ofac.9dc6eed7d5a28ad4e2ff085a14819518e85d4264,CUBA,PANAMERICAN IMPORT AND EXPORT COMMERCIAL CORPORATION,,,,,,Organization
WLE-2,US OFAC,us-ofac.4d99ceae43da2fe3b2d0561930d3096653d8c1d0,CUBA,TIFON,,,,,,Organization
WLE-3,US OFAC,us-ofac.c6a3b08863708db7e0e2e3b581b93ca755bceede,SDNT,Nubia BUITRAGO MARIN,,,,,,Individual
WLE-4,US OFAC,us-ofac.3a6787367a83df2fc756cdae3f437e94dccc5482,SDNT,Phanor ARIZABALETA ARZAYUS,,,,,,Individual
WLE-5,US OFAC,us-ofac.5ebfbd5cfa7680ca18dbe7d32875e7320d0f0b8f,SDNT,Wilmar Armando PEREZ SERNA,,,,,,Individual
WLE-6,US OFAC,us-ofac.1a578d46457c91750b529697a072919fe321d1ba,SDGT,Cristina GOIRICELAYA GONZALEZ,,,,Member ETA,,Individual
WLE-7,US OFAC,us-ofac.19745cda488ccb04c81e399a923db972092eb91a,SDGT,Habib WADDANI,,,,,,Individual
WLE-8,US OFAC,us-ofac.60aa98409b65b5a6d7b599014b569f9886c3f9c2,SDNT,GANADERIA EL VERGEL LTDA.,,,,,,Organization
WLE-9,US OFAC,us-ofac.bd13b382449459b5c0c269407c15a4c302b157ff,SDGT,BENEVOLENCE INTERNATIONAL FUND,,,,,,Organization
WLE-10,US OFAC,us-ofac.89b4327a83db31911100bc0f25bcf45da714023e,SDGT,LAJNAT AL DAAWA AL ISLAMIYYA,,,,,,Organization
WLE-11,US OFAC,us-ofac.a38257dd7fca7f7abea7e13a0b219c7646104ad2,ZIMBABWE,Flora BUKA,,"Minister of State for Special Affairs, Land and Resettlement Program",,,,Individual
WLE-12,US OFAC,us-ofac.859c1bb6d04013088e32c900bf72320dc129e6ea,ZIMBABWE,Fortune Zefanaya CHARUMBIRA,,Member of Parliament & Central Committee Member,,,,Individual
WLE-13,US OFAC,us-ofac.f6b8821e1c51861ff75e4dfdb4f190786e04741b,ZIMBABWE,Kenneth MANYONDA,,Central Committee Member,,,,Individual
WLE-14,US OFAC,us-ofac.bad98c5a58da7ceec8a5dffb757ab5cdf9b4163f,BALKANS,Ranko CESIC,,,,ICTY indictee in custody,,Individual
WLE-15,US OFAC,us-ofac.c60b4ff6883a3a5ce76e722ee3950e1ce57905c6,BALKANS,CETNIK RAVNAGORSKI POKRET,,,,,,Organization
WLE-16,US OFAC,us-ofac.c7c6d41f087da19fe1a643d0391e2f59ae48f928,BALKANS,FRONT FOR ALBANIAN NATIONAL UNITY,,,,,,Organization
WLE-17,US OFAC,us-ofac.5b755128179e9145e379960c169a095fd1e0e75e,BALKANS,Dusan FUSTAR,,,,ICTY indictee in custody,,Individual
WLE-18,US OFAC,us-ofac.715fb9da363d9fa315d289ee212f5d9003d9449c,BALKANS,Enver HADZIHASANOVIC,,,,ICTY indictee,,Individual
WLE-19,US OFAC,us-ofac.f6bb53991b6d43f0ce92cd35ec101dce417763fc,BALKANS,Daut HARADINAJ,,,,,,Individual
WLE-20,US OFAC,us-ofac.3a377ba3a60099614b5a0a331fde498d08c5f02b,BALKANS,Gojko JANKOVIC,,,,ICTY indictee at large; sub-commander of the military police in Foca,,Individual
WLE-21,US OFAC,us-ofac.fb72497d8e6c79cf5ce7acc9eb5965ce578c4f3c,BALKANS,Miodrag JOKIC,,,,ICTY indictee,,Individual
WLE-22,US OFAC,us-ofac.cfdc949d2bf032f3f090ecbad38ec39db6b365e2,BALKANS,Momcilo KRAJISNIK,,,,ICTY indictee,,Individual
WLE-23,US OFAC,us-ofac.6f7a5a104e32b3a51d079f052d0fa8b4ccccd7a3,BALKANS,Miroslav KVOCKA,,,,ICTY indictee,,Individual
WLE-24,US OFAC,us-ofac.d7aa483b37fc3612f0d5b4bb31c9012c6847e61e,BALKANS,Milan LUKIC,,,,ICTY indictee at large,,Individual
WLE-25,US OFAC,us-ofac.063e101164cdbc9b090c0b3a17c1b3e4c7bbe4ae,BALKANS,Ton MARKU,,,,,,Individual
WLE-26,US OFAC,us-ofac.6b4b58bc45719f7f08432b2f08a1abfc4e6320b8,BALKANS,Vinko MARTINOVIC,,,,ICTY indictee,,Individual
WLE-27,US OFAC,us-ofac.850fa029984a69e47fbcb87e02ebf5ec49e04fd6,BALKANS,Borislav MILOSEVIC,,,,brother of Slobodan Milosevic,,Individual
WLE-28,US OFAC,us-ofac.320650c6d431454e98584e11424ca686144c4d46,BALKANS,Dragomir MILOSEVIC,,,,ICTY indictee,,Individual
WLE-29,US OFAC,us-ofac.6faff8ab7e873ca9abe45a6a2e50d9f71410cde7,BALKANS,Milanka MILOSEVIC,,,,sister-in-law of Slobodan Milosevic,,Individual
WLE-30,US OFAC,us-ofac.6aafaa5bef77c3c73e3df75800a36894432cd000,BALKANS,Darko MRDJA,,,,ICTY indictee,,Individual
WLE-31,US OFAC,us-ofac.5d90fa98101ac9fd06582db159c0cdda12edb3a1,BALKANS,Zdravko MUCIC,,,,ICTY indictee,,Individual
WLE-32,US OFAC,us-ofac.b1c4edf3247a53009abb8d14e7c9a55e6d2bb5a7,BALKANS,Rrustem MUSTAFA,,,,,,Individual
WLE-33,US OFAC,us-ofac.f292e42f7b66fb302162ae28e652dab4a044ef11,CUBA,TROPIC TOURS GMBH,,,,,,Organization
WLE-34,US OFAC,us-ofac.a5271309e798390c2fd349da60d4521cf1db37dd,SDGT,Sami Ben Khemais ESSID,,,,,,Individual
WLE-35,US OFAC,us-ofac.35628cadb0db318ac50c410475de302be444152b,SDGT,Lexuri GALLASTEGUI SODUPE,,,,Member ETA,,Individual
WLE-36,US OFAC,us-ofac.94958f6b3685f72d433048625b8060b086f64b89,SDGT,Yassine CHEKKOURI,,,,,,Individual
WLE-37,US OFAC,us-ofac.d5ee6f19344be8ac72bc872b5fb6e21da48ec83d,SDGT,Mehdi KAMMOUN,,,,Italian Fiscal Code: KMMMHD68D03Z352N,,Individual
WLE-38,US OFAC,us-ofac.97ed89c7c4db9e923770dfbbb6e58f9ba7ecd5fc,SDNT,AGRICOLA DOIMA DEL NORTE DEL VALLE LTDA.,,,,,,Organization
WLE-39,US OFAC,us-ofac.ba03a85ef49baa698f7426eab025c09fc519ad6b,SDNT,GANADERIAS BILBAO LTDA.,,,,,,Organization
WLE-40,US OFAC,us-ofac.0e8b231ada816ba347cb1d37200b9d44ceec1942,SDNT,INVERSIONES LA QUINTA Y CIA. LTDA.,,,,,,Organization
WLE-41,US OFAC,us-ofac.eb5840a44204729020e178ba80d62cbeacc4de04,SDNT,Eugenio MONTOYA SANCHEZ,,,,,,Individual
WLE-42,US OFAC,us-ofac.a7ed3d383cd84bc0189f60cdcc33818e5a1c1679,SDGT,Enrique IZTUETA BARANDICA,,,,member ETA,,Individual
WLE-43,US OFAC,us-ofac.ed45fa73aeebf02c648002bd70c02736d69cb070,ZIMBABWE,Robert Gabriel MUGABE,,President of the Republic of Zimbabwe,,,,Individual
WLE-44,US OFAC,us-ofac.5d91610bcd7229d26bec281649a78e8d91e7b79e,ZIMBABWE,Augustine CHIHURI,,Police Commissioner,,,,Individual
WLE-45,US OFAC,us-ofac.46e15e0580f5853bcf40321a598bd4d3c11f2516,ZIMBABWE,Christopher Chindoti MUSHOHWE,,Minister of Transport and Communications,,,,Individual
WLE-46,US OFAC,us-ofac.d59ea8101ff1aa11c7e740d43b0a198e9c404e3a,BALKANS,Vidoje BLAGOJEVIC,,,,ICTY indictee,,Individual
WLE-47,US OFAC,us-ofac.fc8b42edd2f58aef30afacf2a900ca642b058e73,BALKANS,Zhavit HASANI,,,,,,Individual
WLE-48,US OFAC,us-ofac.49341c2dd7f3fc1276a62576f13aef546b5cf555,BALKANS,Dragan JOKIC,,,,ICTY indictee,,Individual
WLE-49,US OFAC,us-ofac.5ff3f0c393824610d8f4b66d64b0b82ad82eb335,BALKANS,Drago JOSIPOVIC,,,,ICTY indictee,,Individual
WLE-50,US OFAC,us-ofac.63174378d5b0485820bf23081e847c180001edc5,BALKANS,Luka KARADZIC,,,,,,Individual
WLE-51,US OFAC,us-ofac.c0ddbd70f6d5921aa8fb8c05532962fcc5158a17,BALKANS,Dario KORDIC,,,,ICTY indictee,,Individual
WLE-52,US OFAC,us-ofac.8bbd09538f1cd44e876d463a89e86d06542517b9,BALKANS,Dragoljub KUNARAC,,,,ICTY indictee,,Individual
WLE-53,US OFAC,us-ofac.09ca1ca8342a92f889bbb99728c17b240c1c5460,BALKANS,Ramiz LLADROVICI,,,,,,Individual
WLE-54,US OFAC,us-ofac.9e9535ab805b76d5c806a6cc9e5a6e5cc98e0680,BALKANS,Sami LUSHTAKU,,,,,,Individual
WLE-55,US OFAC,us-ofac.09308fafbdcaf2cfe124c34884a61bc075142505,BALKANS,Momcilo MANDIC,,,,,,Individual
WLE-56,US OFAC,us-ofac.49aa182f10e94c33af423e730a65b665f4e473a7,BALKANS,Xhavit MORINA,,,,,,Individual
WLE-57,US OFAC,us-ofac.15a01a69cb587734601b23c12b51b67e3d5d7bed,BALKANS,Isak MUSLIU,,,,,,Individual
WLE-58,US OFAC,us-ofac.1a584924b2652edb117a78e828e41d4981639146,BALKANS,Shefqet MUSLIU,,,,,,Individual
WLE-59,US OFAC,us-ofac.7bbf307b45e0aee5a1cad49760b65d3ea51e8248,BALKANS,NATIONAL LIBERATION ARMY,,,,,,Organization
WLE-60,US OFAC,us-ofac.47a90576b0c8ef20801be4e196c3b0856c503d06,BALKANS,Zarko NIKOLIC,,,,,,Individual
WLE-61,US OFAC,us-ofac.3bfc86befbdf2832097120056ab516d09b29edf1,BALKANS,Dragoljub OJDANIC,,,,Ex-Fry Minister of Defense; ICTY indictee in custody,,Individual
WLE-62,US OFAC,us-ofac.9c10d3eb9176c643bff07de12ff735ad23702fe6,BALKANS,Biljana PLAVSIC,,,,ICTY indictee,,Individual
WLE-63,US OFAC,us-ofac.b4a6154acfa666e3abb10cb914c47d095c76343b,BALKANS,Ivica RAJIC,,,,ICTY indictee at large,,Individual
WLE-64,US OFAC,us-ofac.5198ec96c703f9a4579d3c378d7b06859f3dadc1,BALKANS,Franko SIMATOVIC,,,,ICTY indictee in Serb custody,,Individual
WLE-65,US OFAC,us-ofac.bae76b8c47d250d63230d26a599464c084f325b4,BALKANS,Veselin SLJIVANCANIN,,,,ICTY indictee at large,,Individual
WLE-66,US OFAC,us-ofac.388e66a9859fd1b99d71b103925952954703149b,BALKANS,Milomir STAKIC,,,,ICTY indictee,,Individual
WLE-67,US OFAC,us-ofac.ea99a5bdcbacc7fade5876e38fa3fac5216fe643,BALKANS,Emrush SUMA,,,,,,Individual
WLE-68,US OFAC,us-ofac.d6c1327a47c4b065203cdf831c7f1a477f64fb02,BALKANS,Dusan TADIC,,,,ICTY indictee,,Individual
WLE-69,US OFAC,us-ofac.31df2cd692fbe25884174e50cc484fa76004a671,BALKANS,Muhamet XHEMAJLI,,,,,,Individual
WLE-70,US OFAC,us-ofac.d62417f0cef111adf5ce36dbf475bf80c7108f6f,CUBA,Juan M. de la CRUZ,,"Director, Banco Nacional de Cuba",,,,Individual
WLE-71,US OFAC,us-ofac.77e7fe2b7b86da95dea71ac2cce0f2b680636691,SDNT,Leonardo CAVIEDES CRUZ,,,,,,Individual
WLE-72,US OFAC,us-ofac.dc4e7cd836d04911d0c97b6b69a06f16e10f8548,CUBA,HERMANN,,,,,,Organization
WLE-73,US OFAC,us-ofac.1d7ed49c87c52069587bf5c8a3da5e8454c8d70d,SDNT,Gilmer Antonio GALINDO,,,,,,Individual
WLE-74,US OFAC,us-ofac.135e8480ca5d47e87890e6d8710bd08014b48bc2,SDNT,Edgar REYES MURCIA,,,,,,Individual
WLE-75,US OFAC,us-ofac.c4340375ce08ef6f70e8fa45a747976b1f941aaf,SDNT,Ivan URDINOLA GRAJALES,,,,,,Individual
WLE-76,US OFAC,us-ofac.17fdcf7e6ca27f873433e354955acd46f5592426,BALKANS,NATIONAL COMMITTEE FOR THE LIBERATION AND PROTECTION OF ALBANIAN LANDS,,,,,,Organization
WLE-77,US OFAC,us-ofac.2f2d5febe1ff2c57efe30893f74037e3dd5d5359,BALKANS,Momir NIKOLIC,,,,ICTY indictee,,Individual
WLE-78,US OFAC,us-ofac.59d4dc921c57ebecbf7c37963d6cc2cd72f6ea78,BALKANS,Dragan OBRENOVIC,,,,ICTY indictee,,Individual
WLE-79,US OFAC,us-ofac.ac2231b69636ec160b13a3d4d72eb4c1fa4ee4a8,BALKANS,PUMA SECURITY COMPANY,,,,,,Organization
WLE-80,US OFAC,us-ofac.3fc25cfa958f3fe9c4582e4b54c445946a51b3f6,BALKANS,Mlado RADIC,,,,ICTY indictee,,Individual
WLE-81,US OFAC,us-ofac.487ffe99732085240f611cabc2d43d3e7b3db2db,BALKANS,Slavko ROGULJIC,,,,,,Individual
WLE-82,US OFAC,us-ofac.6860549aaed75f9a6d4aed66865a3a6c5c05fdd8,BALKANS,Jovica STANISIC,,,,ICTY indictee in Serb custody,,Individual
WLE-83,US OFAC,us-ofac.4eb887c5a9849a64c0a7b99eb626bbdf868c7b60,BALKANS,Bogdan SUBOTIC,,,,,,Individual
WLE-84,US OFAC,us-ofac.1024313894993033fec0d4d3590c23f4c6ab4441,BALKANS,Zoran VUKOVIC,,,,ICTY indictee,,Individual
WLE-85,US OFAC,us-ofac.27d7f68e06fb464c88cb193ba8af8e2ccd6ace3e,BALKANS,Emrush XHEMAJLI,,,,,,Individual
WLE-86,US OFAC,us-ofac.5ee867c2124a35156bdb6f3e5cd40f7b45651200,BALKANS,Dragan ZELENOVIC,,,,ICTY indictee at large,,Individual
WLE-87,US OFAC,us-ofac.eb059352ce2195d0bf3cf7cdb8281ca9d846fada,SDNTK,Jose Albino QUINTERO MERAZ,,,,,,Individual
WLE-88,US OFAC,us-ofac.7f15738ac67d2d036b5cd8e6616dded0e2f7c28f,SDGT,Moussa Ben Amor Ben Ali ESSAADI,,,,,,Individual
WLE-89,US OFAC,us-ofac.d211b4c80a8802b24a5048210e72265fe054d890,SDGT,Khalil JARRAYA,,,,,,Individual
WLE-90,US OFAC,us-ofac.b82a2da4bf31abb6403277e7186999696da07089,SDGT,Fethi Ben Rebai Ben Absha MNASRI,,,,,,Individual
WLE-91,US OFAC,us-ofac.38507c42eaf8462a6b998abbad5e50992852c618,IRAQ2,Uday Saddam Hussein AL-TIKRITI,,,,Saddam Hussein al-Tikriti's eldest son; leader of paramilitary organization Fedayeen Saddam,,Individual
WLE-92,US OFAC,us-ofac.f353c7f09c5f3e0158e8fc29e459484dac13ebd6,IRAQ2,Ali Hassan al-Majid AL-TIKRITI,,,,presidential advisor and senior member of Revolutionary Command Council,,Individual
WLE-93,US OFAC,us-ofac.be2bb15447705359bbc5553aa7717f0094941c53,IRAQ2,Hani abd-al-Latif Tilfah AL-TIKRITI,,,,#2 in Special Security Organization,,Individual
WLE-94,US OFAC,us-ofac.9e49e307afb0cec25a57e8701be7590a5b99bca2,IRAQ2,Barzan abd al-Ghafur Sulaiman Majid AL-TIKRITI,,,,"commander, Special Republican Guard",,Individual
WLE-95,US OFAC,us-ofac.d6e32b05badb0d5be25f95f2387e2404af97483e,IRAQ2,Rukan Razuki abd-al-Ghafur Sulaiman AL-TIKRITI,,,,head of Tribal Affairs Office in presidential office,,Individual
WLE-96,US OFAC,us-ofac.3a6a6a3f9ed576b567b116c7258c038531b41f66,IRAQ2,Amir Rashid Muhammad AL-UBAIDI,,,,Minister of Oil,,Individual
WLE-97,US OFAC,us-ofac.c7f1b990a4c9ebc5cecc3b6f9d37ffce81e8f6e6,IRAQ2,Ugla Abid Saqar AL-KUBAYSI,,,,"Former Ba'th party regional command chairman, Maysan",,Individual
WLE-98,US OFAC,us-ofac.a0814ab73aa52abda51ce9d69a4e97644b721890,SDGT,Yassin SYAWAL,,,,,,Individual
WLE-99,US OFAC,us-ofac.838ee40efcb4a499736a22f3613e9858e7a4f1d8,SDGT,Yazid SUFAAT,,,,,,Individual
WLE-100,US OFAC,us-ofac.d570c4023a64a290dcb74d132a0a362d4196c01a,SDGT,Mokhtar BELMOKHTAR,,,,,,Individual
WLE-101,US OFAC,us-ofac.604d206a450ab46f881b5ce761ffe7bce16f5b6d,CUBA,"VIAJES GUAMA, S.A.",,,,,,Organization
WLE-102,US OFAC,us-ofac.d557db2b391979d1f48d701817e2849351fa8a94,SDT,George HABBASH,,Secretary General of POPULAR FRONT FOR THE LIBERATION OF PALESTINE,,,,Individual
WLE-103,US OFAC,us-ofac.81d4668fb21c4edfcfd966aaf53bda28e35651e5,SDT,Ramadan ABDALLAH,,Secretary General of the PALESTINIAN ISLAMIC JIHAD,,,,Individual
WLE-104,US OFAC,us-ofac.769608a778bb7504ab590d88c778c8614c54739f,BALKANS,Ljiljana ZELEN-KARADZIC,,,,,,Individual
WLE-105,US OFAC,us-ofac.054001dc930a1770d534c10054452b7093b9369e,SDNTK,Hector Luis PALMA SALAZAR,,,,,,Individual
WLE-106,US OFAC,us-ofac.192e01f57aeffdb8143fca620f03550d929e9447,IRAQ2,Aziz Salih AL-NUMAN,,,,Ba'th party regional command chairman,,Individual
WLE-107,US OFAC,us-ofac.8ee471d54d6ed9f628ba8007f200b6035b1e61eb,IRAQ2,Muzahim Sa'b Hassan AL-TIKRITI,,,,"led Iraq's Air Defense Forces; Deputy Director, Organization of Military Industrialization",,Individual
WLE-108,US OFAC,us-ofac.fee5dc76da6d59ce981a8c95ca45f422940d868a,IRAQ2,Taha Yassin Ramadan AL-JIZRAWI,,,,Former Vice President,,Individual
WLE-109,US OFAC,us-ofac.f2bbc0a2566a9d4da7b377c10858bd57b7d9bc14,IRAQ2,Mizban Khadr HADI,,,,"member, Ba'th party regional command and Revolutionary Command Council since 1991",,Individual
WLE-110,US OFAC,us-ofac.d46bd3e7e9c38d9a19cf146d70603ebc87237382,IRAQ2,Hikmat Mizban Ibrahim AL-AZZAWI,,,,Former Deputy Prime Minister and Finance Minister,,Individual
WLE-111,US OFAC,us-ofac.e2f29fcb6a7595cb0ff7b08582bf0069bb0c92f2,IRAQ2,Watban Ibrahim Hassan AL-TIKRITI,,,,presidential advisor; half-brother of Saddam Hussein al-Tikriti,,Individual
WLE-112,US OFAC,us-ofac.34db8fcf75405a8efd9e893e6d1ee37a421039a6,IRAQ2,Huda Salih Mahdi AMMASH,,,,"member, Ba'th party regional command",,Individual
WLE-113,US OFAC,us-ofac.1dcbd29f5b25f3bfc80b14aec067cbb476bf05ad,IRAQ2,Hussein Qaid AL-AWADI,,,,"Former Ba'th party regional command chairman, Ninawa,",,Individual
WLE-114,US OFAC,us-ofac.ab0382bf94c026da1aac81eb140c31ea3a63bf31,BALKANS,Dragon SPASOJEVIC,,,,,,Individual
WLE-115,US OFAC,us-ofac.114423c8424014a534e73fb5facc685fe45e01f5,SDGT,Khalid MISHAAL,,,,,,Individual
WLE-116,US OFAC,us-ofac.99e71f3a1463b9ce1541847d04c0d2a2fe091d83,SDGT,SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,,,,,,Organization
WLE-117,US OFAC,us-ofac.d6573b77db79d4cdf8a26188a761ab87d5985810,SDGT,Zaini ZAKARIA,,,,,,Individual
WLE-118,US OFAC,us-ofac.87f407d523f9450c59f3b4ae63bd67514005caa2,SDGT,Ismail Abdallah Sbaitan SHALABI,,,,nationality possibly Palestinian;arrested 23 Apr 2002,,Individual
WLE-119,US OFAC,us-ofac.f0fc2fe681fe8ebe29f284bf09bedef3119210e0,SDGT,AL-AKHTAR TRUST INTERNATIONAL,,,,and all other offices worldwide,,Organization
WLE-120,US OFAC,us-ofac.e25089cedf4602a3252cd2dbfedad67f3f6634db,SDGT,Ciise Maxamed CABDULLAAH,,,,arrested 31 Mar 2003,,Individual
WLE-121,US OFAC,us-ofac.1e55a1fe1093032caa10421a0a247b1154c353aa,SDGT,Nassim Ben Mohamed Al-Cherif ben Mohamed SALEH AL-SAADI,,,,arrested 30 Sep 2002,,Individual
WLE-122,US OFAC,us-ofac.a5dff20ac906c2a3c1ea5b02d0602ecc5c7ee234,BALKANS,Avdyl JAKUPI,,,,,,Individual
WLE-123,US OFAC,us-ofac.8b1af49363752200384e9e3178e3c116d0c2643e,BALKANS,Tomislav KOVAC,,,,,,Individual
WLE-124,US OFAC,us-ofac.8d19050f6055e6725e1343daa1a5cdd6d8956d47,CUBA,"2904977 CANADA, INC.",,,,,,Organization
WLE-125,US OFAC,us-ofac.4f6f6666f942d599aab0e1f22e11e58a0b3dffd6,CUBA,CUBANACAN GROUP,,,,,,Organization
WLE-126,US OFAC,us-ofac.49781bf9818cc01f0b4795efaf846727d6de7f77,CUBA,HAVANATUR BAHAMAS LTD.,,,,,,Organization
WLE-127,US OFAC,us-ofac.efb1abcd225fd2007f3335e251546ffe06394e3e,CUBA,HAVANATUR CHILE S.A.,,,,,,Organization
WLE-128,US OFAC,us-ofac.55bb997a86dd48b0ad366839932e3c145212677b,SDNTK,Elkin Alberto ARROYAVE RUIZ,,,,,,Individual
WLE-129,US OFAC,us-ofac.11ab795c547a958842c00fd5672a9ee80e5e895b,SDNTK,Edgar Fernando BLANCO PUERTA,,,,,,Individual
WLE-130,US OFAC,us-ofac.e2b396bfbddd12d688b87ef5060a9a043803de4b,SDNTK,Luis Eduardo CIFUENTES GALINDO,,,,,,Individual
WLE-131,US OFAC,us-ofac.d3b6fbb4f33eed7fe14f1a89a764b13b09fdb0aa,SDNTK,Luis Edgar DEVIA SILVA,,,,,,Individual
WLE-132,US OFAC,us-ofac.f916793bd23b3382c0c9a599a6184617f800a27b,SDNTK,Hernan GIRALDO SERNA,,,,,,Individual
WLE-133,US OFAC,us-ofac.0061df42cd2e393602614234bc58d7b5ca16dc7b,SDNTK,Ramon Maria ISAZA ARANGO,,,,,,Individual
WLE-134,US OFAC,us-ofac.8d60d7b29336e473e5c4ca1acfdaa36a5be6b0fc,SDGT,Lazher Ben Khalifa Ben Ahmed ROUINE,,,,arrested 30 Sep 2002,,Individual
WLE-135,US OFAC,us-ofac.4ceea7a8a7a15e18817bb8b478fc551df21cd6c1,SDGT,Mourad TRABELSI,,,,arrested 1 Apr 2003,,Individual
WLE-136,US OFAC,us-ofac.3fc86e1bde0616cae90ee9ce79dbc26d5313f520,SDGT,Saifi AMMARI,,,,,,Individual
WLE-137,US OFAC,us-ofac.9c4bed2506bd8e3c1777e01b8b8d62b9b80541e5,SDGT,AL-HARAMAIN : KENYA BRANCH,,,,,,Organization
WLE-138,US OFAC,us-ofac.5759740e3b9cb9197bf44bad0581be0256f5049b,BALKANS,Samojko DJORDA,,,,,,Individual
WLE-139,US OFAC,us-ofac.ef08a7aa37a4f48552056d8648167602451d0819,BALKANS,Predrag KUJUNDZIC,,,,,,Individual
WLE-140,US OFAC,us-ofac.46b8b1063fca40a4e6e1a5b2b92a53189fa8c99c,BALKANS,Ivan SARAC,,,,,,Individual
WLE-141,US OFAC,us-ofac.205ea21fe620458b41b31f71a1fda777e2af7766,SDNTK,Luis Alberto ALBAN BURBANO,,,,,,Individual
WLE-142,US OFAC,us-ofac.0b3cfeabb8a0f546364c7852a1f75ae48d05375f,SDNTK,Victor Julio SUAREZ ROJAS,,,,,,Individual
WLE-143,US OFAC,us-ofac.0fc561abdb4c4ccbd63fde47751179e421354d9f,SDNTK,Carlos CASTANO GIL,,,,,,Individual
WLE-144,US OFAC,us-ofac.8c95fe6b1040efba91576d190486958f697767f1,SDNTK,Sor Teresa GOMEZ ALVAREZ,,,,(Linked To: FUNDACION PARA LA PAZ DE CORDOBA),,Individual
WLE-145,US OFAC,us-ofac.3e5939af7f6707234c3404c8f5c872059808155b,SDNTK,Rodrigo LONDONO ECHEVERRY,,,,,,Individual
WLE-146,US OFAC,us-ofac.65f947d7727b65058ee8db65de2a672c6bb46e46,SDGT,Shaykh Abd-al-Majid AL-ZINDANI,,,,,,Individual
WLE-147,US OFAC,us-ofac.794c998a57ed4cc1b8dfef6dbea9ac8079f5a75e,ZIMBABWE,PATTERSON FARM,,,,,,Organization
WLE-148,US OFAC,us-ofac.adee59e52f6866c952451eeb71f8bddf9f8cbec6,ZIMBABWE,ZIMBABWE DEFENCE INDUSTRIES (PVT) LTD.,,,,,,Organization
WLE-149,US OFAC,us-ofac.37d0c3b196c3f576af4b11b780a785859ae2d668,IRAQ2,Jawhar Majid AL-DURI,,,,wife of Izzat Ibrahim Al-Duri,,Individual
WLE-150,US OFAC,us-ofac.2c0f2c7591aafd0e315fc8dab57c07e642b0195a,IRAQ2,Ali Barzan Ibrahim Hasan AL-TIKRITI,,,,son of Barzan Ibrahim Hasan al-Tikriti,,Individual
WLE-151,US OFAC,us-ofac.debc2e352a9eeb85ecc3ad186392360792ff6548,IRAQ2,Samira SHAHBANDAR,,,,wife of Saddam Hussein al-Tikriti,,Individual
WLE-152,US OFAC,us-ofac.791190afd607cf17734b790ad31308d7ac9a7c26,IRAQ2,AL WASEL AND BABEL GENERAL TRADING LLC,,,,,,Organization
WLE-153,US OFAC,us-ofac.cfa3f55ad264d55e10977fb4816cd4de21b3b1a5,IRAQ2,AL-HUDA STATE COMPANY FOR RELIGIOUS TOURISM,,,,,,Organization
WLE-154,US OFAC,us-ofac.8c30e66e0abe181d5882cf2fbd5b5f52e6558379,IRAQ2,Tarik Nasser S. AL OBAIDI,,,,,,Individual
WLE-155,US OFAC,us-ofac.1320005d92658579e2a79d259c4e45a232b2223d,IRAQ2,Dr. Sahir BURHAN,,,,,,Individual
WLE-156,US OFAC,us-ofac.00f967e210578bbd968d20d5eb9fa8fbdf1160c7,IRAQ2,Adib SHABAN,,,,,,Individual
WLE-157,US OFAC,us-ofac.223fb85c794a1b28df97c9dc5eead701a84a42dd,IRAQ2,Asil Sami Mohamad Madhi TABRAH,,,,,,Individual
WLE-158,US OFAC,us-ofac.dfe72ec5527f0dfa557f7b5ce839e88737babd92,SDNTK,Eduardo Ramon ARELLANO FELIX,,,,,,Individual
WLE-159,US OFAC,us-ofac.4744ce702e7e6d98b5c604e7c84ed9953f423151,SDNTK,ARELLANO FELIX ORGANIZATION,,,,,,Organization
WLE-160,US OFAC,us-ofac.95deb1f4b4949761121532858a575e67ba485796,SDNTK,Leebert RAMCHARAN,,,,,,Individual
WLE-161,US OFAC,us-ofac.05d8a81c68dad318568d7fa8bc296c39e35be10c,SDNTK,Fernando Melciades ZEVALLOS GONZALES,,,,,,Individual
WLE-162,US OFAC,us-ofac.d3e18084e230677d408a3dabbf1b853cc6b54f94,SDNTK,AVIANDINA S.A.C.,,,,,,Organization
WLE-163,US OFAC,us-ofac.4decbf5c9831390f4cc6a5f72229e774d63ce640,SDNTK,IAC INTERNATIONAL INC.,,,,,,Organization
WLE-164,US OFAC,us-ofac.9cb97577be924d80d5293f2cf9e3fcfa2e6ceb65,SDNTK,"SISTEMA DE DISTRIBUCION MUNDIAL, S.A.C.",,,,,,Organization
WLE-165,US OFAC,us-ofac.4de9424286eab5e2a821203ad8da328ac7e657db,SDNTK,Lupe Maritza ZEVALLOS GONZALES,,,,,,Individual
WLE-166,US OFAC,us-ofac.45424fb52e841df6ff293ce216976631eb4fa618,SDNTK,Milagros Angelina ZEVALLOS GONZALES,,,,,,Individual
WLE-167,US OFAC,us-ofac.720b77ac4eb8e43c77346dcf0164ad8e561b5170,SDNTK,AERO CONTINENTE (USA) INC.,,,,,,Organization
WLE-168,US OFAC,us-ofac.3d5d4e2364642a74f845bd9b810ca11fd32a1267,SDNTK,CARGO AIRCRAFT LEASING CORP.,,,,,,Organization
